distance_m,lat,lon,altitude_m,grade_pct
17200,36.763988,-4.320743,525.3,-1.19
17205,36.764031,-4.320762,525.3,-1.49
17210,36.764071,-4.320785,525.2,-1.81
17215,36.764111,-4.320809,525.1,-2.21
17220,36.764152,-4.320834,525.0,-2.56
17225,36.764193,-4.320859,524.8,-2.85
17230,36.764233,-4.320883,524.7,-3.11
17235,36.764275,-4.320906,524.5,-3.40
17240,36.764316,-4.320925,524.3,-3.70
17245,36.764360,-4.320943,524.1,-3.93
17250,36.764403,-4.320961,523.9,-4.21
17255,36.764445,-4.320978,523.7,-4.48
17260,36.764488,-4.320994,523.5,-4.73
17265,36.764532,-4.321007,523.2,-4.95
17270,36.764576,-4.321016,523.0,-5.15
17275,36.764621,-4.321021,522.7,-5.34
17280,36.764667,-4.321019,522.5,-5.48
17285,36.764711,-4.321012,522.2,-5.59
17290,36.764755,-4.321004,521.9,-5.71
17295,36.764801,-4.320999,521.6,-5.81
17300,36.764846,-4.320997,521.3,-5.82
17305,36.764890,-4.320998,521.0,-5.81
17310,36.764936,-4.321002,520.7,-5.86
17315,36.764981,-4.321007,520.4,-5.90
17320,36.765026,-4.321013,520.1,-5.89
17325,36.765070,-4.321018,519.8,-5.85
17330,36.765115,-4.321023,519.5,-5.86
17335,36.765161,-4.321028,519.2,-5.82
17340,36.765206,-4.321031,519.0,-5.72
17345,36.765250,-4.321035,518.7,-5.64
17350,36.765295,-4.321037,518.4,-5.54
17355,36.765338,-4.321036,518.1,-5.45
17360,36.765383,-4.321034,517.8,-5.36
17365,36.765428,-4.321031,517.6,-5.26
17370,36.765473,-4.321028,517.3,-5.17
17375,36.765518,-4.321030,517.1,-5.09
17380,36.765563,-4.321033,516.8,-5.06
17385,36.765608,-4.321038,516.6,-5.04
17390,36.765652,-4.321047,516.3,-5.07
17395,36.765697,-4.321058,516.1,-5.17
17400,36.765742,-4.321072,515.8,-5.22
17405,36.765785,-4.321087,515.5,-5.25
17410,36.765827,-4.321103,515.3,-5.29
17415,36.765870,-4.321118,515.0,-5.36
17420,36.765916,-4.321132,514.7,-5.40
17425,36.765960,-4.321141,514.5,-5.39
17430,36.766004,-4.321145,514.2,-5.47
17435,36.766047,-4.321140,513.9,-5.57
17440,36.766093,-4.321128,513.6,-5.65
17445,36.766137,-4.321115,513.4,-5.68
17450,36.766181,-4.321101,513.1,-5.70
17455,36.766224,-4.321086,512.8,-5.80
17460,36.766267,-4.321074,512.5,-5.92
17465,36.766311,-4.321065,512.2,-6.01
17470,36.766356,-4.321065,511.9,-6.07
17475,36.766400,-4.321071,511.6,-6.14
17480,36.766444,-4.321089,511.3,-6.28
17485,36.766483,-4.321116,511.0,-6.35
17490,36.766520,-4.321147,510.7,-6.37
17495,36.766555,-4.321183,510.3,-6.42
17500,36.766588,-4.321221,510.0,-6.53
17505,36.766619,-4.321260,509.7,-6.64
17510,36.766650,-4.321300,509.3,-6.70
17515,36.766682,-4.321339,509.0,-6.76
17520,36.766718,-4.321371,508.7,-6.84
17525,36.766759,-4.321387,508.3,-6.90
17530,36.766805,-4.321386,508.0,-6.95
17535,36.766848,-4.321371,507.6,-6.94
17540,36.766890,-4.321351,507.3,-6.91
17545,36.766930,-4.321325,506.9,-6.89
17550,36.766966,-4.321293,506.6,-6.89
17555,36.767000,-4.321258,506.2,-6.87
17560,36.767035,-4.321221,505.9,-6.83
17565,36.767068,-4.321183,505.6,-6.79
17570,36.767099,-4.321141,505.2,-6.75
17575,36.767123,-4.321096,504.9,-6.74
17580,36.767145,-4.321047,504.5,-6.73
17585,36.767163,-4.320996,504.2,-6.74
17590,36.767176,-4.320943,503.9,-6.76
17595,36.767188,-4.320889,503.5,-6.87
17600,36.767201,-4.320834,503.2,-7.15
17605,36.767215,-4.320781,502.8,-7.36
17610,36.767228,-4.320728,502.5,-7.53
17615,36.767241,-4.320675,502.1,-7.66
17620,36.767262,-4.320626,501.7,-7.82
17625,36.767291,-4.320582,501.3,-7.94
17630,36.767320,-4.320539,500.9,-7.89
17635,36.767350,-4.320497,500.5,-7.90
17640,36.767454,-4.320431,500.1,-7.91
17645,36.767510,-4.320437,499.7,-7.95
17650,36.767552,-4.320457,499.3,-7.91
17655,36.767593,-4.320483,498.9,-7.71
17660,36.767629,-4.320515,498.5,-7.48
17665,36.767666,-4.320546,498.1,-7.26
17670,36.767703,-4.320578,497.8,-7.11
17675,36.767741,-4.320610,497.5,-6.97
17680,36.767779,-4.320642,497.1,-6.89
17685,36.767816,-4.320675,496.8,-6.92
17690,36.767853,-4.320707,496.4,-6.95
17695,36.767889,-4.320739,496.1,-6.96
17700,36.767925,-4.320771,495.7,-6.93
17705,36.767961,-4.320804,495.4,-6.90
17710,36.767997,-4.320839,495.0,-6.81
17715,36.768028,-4.320881,494.7,-6.75
17720,36.768053,-4.320927,494.3,-6.69
17725,36.768074,-4.320976,494.0,-6.55
17730,36.768095,-4.321026,493.7,-6.37
17735,36.768118,-4.321073,493.4,-6.16
17740,36.768145,-4.321117,493.1,-6.01
17745,36.768173,-4.321160,492.8,-5.87
17750,36.768212,-4.321187,492.5,-5.75
17755,36.768256,-4.321196,492.2,-5.72
17760,36.768301,-4.321193,491.9,-5.67
17765,36.768342,-4.321178,491.6,-5.69
17770,36.768378,-4.321145,491.4,-5.74
17775,36.768411,-4.321108,491.1,-5.81
17780,36.768444,-4.321070,490.8,-5.94
17785,36.768479,-4.321035,490.5,-6.11
17790,36.768513,-4.320997,490.2,-6.35
17795,36.768545,-4.320958,489.9,-6.55
17800,36.768578,-4.320920,489.5,-6.72
17805,36.768613,-4.320885,489.2,-6.85
17810,36.768650,-4.320854,488.8,-6.95
17815,36.768691,-4.320829,488.5,-7.04
17820,36.768734,-4.320807,488.1,-7.14
17825,36.768777,-4.320795,487.8,-7.30
17830,36.768821,-4.320783,487.4,-7.52
17835,36.768866,-4.320775,487.0,-7.76
17840,36.768911,-4.320769,486.6,-8.01
17845,36.768955,-4.320765,486.2,-8.26
17850,36.768999,-4.320762,485.8,-8.51
17855,36.769044,-4.320761,485.4,-8.72
17860,36.769089,-4.320761,484.9,-8.89
17865,36.769135,-4.320764,484.5,-9.05
17870,36.769180,-4.320771,484.0,-9.18
17875,36.769224,-4.320781,483.6,-9.25
17880,36.769268,-4.320793,483.1,-9.22
17885,36.769311,-4.320806,482.6,-9.10
17890,36.769354,-4.320823,482.2,-8.90
17895,36.769398,-4.320842,481.7,-8.60
17900,36.769438,-4.320864,481.3,-8.16
17905,36.769479,-4.320886,480.9,-7.67
17910,36.769522,-4.320905,480.5,-7.18
17915,36.769565,-4.320924,480.2,-6.66
17920,36.769609,-4.320934,479.9,-6.10
17925,36.769653,-4.320941,479.6,-5.56
17930,36.769697,-4.320942,479.3,-5.08
17935,36.769741,-4.320940,479.1,-4.63
17940,36.769786,-4.320936,478.8,-4.19
17945,36.769831,-4.320932,478.7,-3.82
17950,36.769876,-4.320928,478.5,-3.52
17955,36.769921,-4.320927,478.3,-3.31
17960,36.769967,-4.320926,478.1,-3.14
17965,36.770013,-4.320926,478.0,-2.95
17970,36.770058,-4.320928,477.8,-2.79
17975,36.770103,-4.320932,477.7,-2.64
17980,36.770147,-4.320939,477.6,-2.46
17985,36.770190,-4.320946,477.5,-2.22
17990,36.770235,-4.320955,477.4,-1.94
17995,36.770280,-4.320962,477.3,-1.67
18000,36.770325,-4.320966,477.2,-1.40
18005,36.770371,-4.320965,477.1,-1.13
18010,36.770415,-4.320961,477.1,-0.83
18015,36.770458,-4.320947,477.0,-0.52
18020,36.770497,-4.320923,477.0,-0.21
18025,36.770525,-4.320881,477.0,0.06
18030,36.770552,-4.320837,477.0,0.30
18035,36.770575,-4.320791,477.1,0.51
18040,36.770589,-4.320738,477.1,0.77
18045,36.770609,-4.320687,477.1,0.96
18050,36.770635,-4.320641,477.2,1.09
18055,36.770668,-4.320604,477.2,1.17
18060,36.770703,-4.320573,477.3,1.23
18065,36.770744,-4.320550,477.4,1.20
18070,36.770786,-4.320530,477.5,1.02
18075,36.770830,-4.320513,477.5,0.78
18080,36.770699,-4.320576,477.5,0.54
18085,36.770657,-4.320609,477.5,0.40
18090,36.770622,-4.320648,477.6,0.26
18095,36.770598,-4.320695,477.6,0.01
18100,36.770580,-4.320745,477.6,-0.27
18105,36.770562,-4.320796,477.6,-0.52
18110,36.770543,-4.320846,477.5,-0.78
18115,36.770518,-4.320893,477.5,-1.08
18120,36.770479,-4.320924,477.4,-1.30
18125,36.770436,-4.320940,477.3,-1.32
18130,36.770392,-4.320949,477.2,-1.28
18135,36.770346,-4.320947,477.2,-1.17
18140,36.770301,-4.320945,477.1,-1.10
18145,36.770257,-4.320946,477.1,-0.94
18150,36.770214,-4.320953,477.0,-0.69
18155,36.770169,-4.320960,477.0,-0.35
18160,36.770123,-4.320963,477.0,0.08
18165,36.770077,-4.320962,477.0,0.56
18170,36.770033,-4.320959,477.0,1.10
18175,36.769990,-4.320958,477.1,1.58
18180,36.769943,-4.320960,477.2,1.94
18185,36.769899,-4.320962,477.3,2.26
18190,36.769852,-4.320964,477.4,2.52
18195,36.769809,-4.320966,477.6,2.71
18200,36.769762,-4.320970,477.7,2.87
18205,36.769719,-4.320970,477.9,3.03
18210,36.769672,-4.320969,478.0,3.21
18215,36.769627,-4.320967,478.2,3.37
18220,36.769582,-4.320965,478.3,3.56
18225,36.769537,-4.320962,478.5,3.86
18230,36.769494,-4.320950,478.7,4.33
18235,36.769453,-4.320931,478.9,4.91
18240,36.769411,-4.320911,479.2,5.58
18245,36.769367,-4.320892,479.5,6.32
18250,36.769324,-4.320870,479.8,7.16
18255,36.769284,-4.320847,480.2,7.97
18260,36.769242,-4.320829,480.6,8.72
18265,36.769200,-4.320814,481.1,9.39
18270,36.769155,-4.320807,481.6,9.99
18275,36.769109,-4.320798,482.1,10.49
18280,36.769065,-4.320796,482.6,10.82
18285,36.769019,-4.320798,483.2,10.96
18290,36.768974,-4.320797,483.8,10.92
18295,36.768929,-4.320802,484.3,10.76
18300,36.768886,-4.320806,484.9,10.45
18305,36.768842,-4.320811,485.4,10.05
18310,36.768794,-4.320817,485.9,9.53
18315,36.768753,-4.320825,486.3,9.02
18320,36.768709,-4.320842,486.8,8.54
18325,36.768665,-4.320859,487.2,8.08
18330,36.768628,-4.320888,487.6,7.64
18335,36.768593,-4.320926,487.9,7.24
18340,36.768559,-4.320962,488.3,6.94
18345,36.768526,-4.321000,488.6,6.70
18350,36.768492,-4.321037,488.9,6.49
18355,36.768457,-4.321072,489.3,6.26
18360,36.768425,-4.321110,489.6,6.03
18365,36.768397,-4.321155,489.9,5.89
18370,36.768364,-4.321194,490.2,5.71
18375,36.768327,-4.321224,490.4,5.55
18380,36.768287,-4.321254,490.7,5.39
18385,36.768245,-4.321270,491.0,5.29
18390,36.768202,-4.321265,491.2,5.27
18395,36.768159,-4.321243,491.5,5.13
18400,36.768124,-4.321209,491.8,5.12
18405,36.768098,-4.321164,492.0,5.10
18410,36.768076,-4.321116,492.3,5.10
18415,36.768057,-4.321066,492.5,5.19
18420,36.768038,-4.321014,492.8,5.22
18425,36.768015,-4.320967,493.0,5.38
18430,36.767984,-4.320924,493.3,5.52
18435,36.767954,-4.320885,493.6,5.71
18440,36.767916,-4.320851,493.9,5.95
18445,36.767877,-4.320824,494.2,6.15
18450,36.767841,-4.320793,494.5,6.47
18455,36.767805,-4.320759,494.8,6.81
18460,36.767768,-4.320726,495.2,7.15
18465,36.767734,-4.320693,495.5,7.52
18470,36.767697,-4.320659,495.9,7.91
18475,36.767661,-4.320625,496.3,8.34
18480,36.767624,-4.320592,496.7,8.73
18485,36.767585,-4.320564,497.2,9.04
18490,36.767544,-4.320539,497.7,9.30
18495,36.767504,-4.320521,498.1,9.52
18500,36.767456,-4.320514,498.6,9.68
18505,36.767414,-4.320522,499.1,9.75
18510,36.767371,-4.320545,499.6,9.71
18515,36.767337,-4.320578,500.1,9.63
18520,36.767311,-4.320622,500.6,9.58
18525,36.767284,-4.320668,501.1,9.43
18530,36.767261,-4.320718,501.5,9.26
18535,36.767245,-4.320769,502.0,9.06
18540,36.767231,-4.320822,502.4,8.91
18545,36.767214,-4.320875,502.9,8.72
18550,36.767198,-4.320927,503.3,8.45
18555,36.767184,-4.320980,503.7,8.21
18560,36.767166,-4.321031,504.1,7.93
18565,36.767150,-4.321083,504.5,7.68
18570,36.767124,-4.321130,504.9,7.46
18575,36.767098,-4.321175,505.3,7.21
18580,36.767068,-4.321214,505.6,7.00
18585,36.767031,-4.321248,506.0,6.81
18590,36.766996,-4.321282,506.3,6.62
18595,36.766958,-4.321315,506.6,6.41
18600,36.766922,-4.321345,506.9,6.23
18605,36.766882,-4.321376,507.2,6.20
18610,36.766844,-4.321404,507.5,6.14
18615,36.766800,-4.321417,507.8,6.15
18620,36.766756,-4.321426,508.2,6.22
18625,36.766713,-4.321415,508.5,6.34
18630,36.766674,-4.321389,508.8,6.47
18635,36.766638,-4.321354,509.1,6.55
18640,36.766605,-4.321317,509.4,6.65
18645,36.766573,-4.321278,509.8,6.72
18650,36.766541,-4.321238,510.1,6.88
18655,36.766506,-4.321204,510.5,6.99
18660,36.766467,-4.321176,510.8,7.03
18665,36.766425,-4.321150,511.2,7.13
18670,36.766383,-4.321134,511.5,7.22
18675,36.766339,-4.321126,511.9,7.28
18680,36.766295,-4.321128,512.3,7.19
18685,36.766250,-4.321141,512.6,7.13
18690,36.766206,-4.321155,513.0,7.08
18695,36.766163,-4.321169,513.3,7.00
18700,36.766119,-4.321182,513.7,6.95
18705,36.766076,-4.321194,514.0,6.83
18710,36.766032,-4.321208,514.4,6.78
18715,36.765987,-4.321210,514.7,6.71
18720,36.765940,-4.321204,515.0,6.58
18725,36.765898,-4.321193,515.4,6.45
18730,36.765854,-4.321177,515.7,6.26
18735,36.765813,-4.321156,516.0,6.13
18740,36.765770,-4.321133,516.3,5.96
18745,36.765728,-4.321115,516.6,5.78
18750,36.765685,-4.321098,516.9,5.61
18755,36.765642,-4.321082,517.1,5.43
18760,36.765598,-4.321076,517.4,5.26
18765,36.765552,-4.321072,517.7,5.06
18770,36.765508,-4.321070,517.9,4.84
18775,36.765465,-4.321070,518.2,4.68
18780,36.765420,-4.321075,518.4,4.51
18785,36.765374,-4.321081,518.6,4.40
18790,36.765330,-4.321090,518.8,4.35
18795,36.765284,-4.321092,519.0,4.29
18800,36.765239,-4.321092,519.2,4.33
18805,36.765194,-4.321092,519.5,4.36
18810,36.765149,-4.321092,519.7,4.48
18815,36.765103,-4.321089,519.9,4.61
18820,36.765058,-4.321085,520.1,4.77
18825,36.765014,-4.321082,520.4,5.02
18830,36.764971,-4.321073,520.6,5.30
18835,36.764925,-4.321060,520.9,5.58
18840,36.764880,-4.321059,521.2,5.85
18845,36.764835,-4.321060,521.5,6.10
18850,36.764791,-4.321054,521.8,6.39
18855,36.764747,-4.321059,522.1,6.59
18860,36.764703,-4.321071,522.5,6.73
18865,36.764657,-4.321080,522.8,6.79
18870,36.764613,-4.321089,523.2,6.84
18875,36.764569,-4.321092,523.5,6.81
18880,36.764525,-4.321091,523.8,6.68
18885,36.764480,-4.321083,524.2,6.48
18890,36.764435,-4.321070,524.5,6.23
18895,36.764392,-4.321053,524.8,5.99
18900,36.764349,-4.321032,525.1,5.71
18905,36.764311,-4.321006,525.4,5.46
18910,36.764271,-4.320980,525.6,5.21
18915,36.764227,-4.320961,525.9,5.06
18920,36.764186,-4.320942,526.1,4.87
18925,36.764145,-4.320922,526.4,4.60
18930,36.764105,-4.320896,526.6,4.24
18935,36.764063,-4.320872,526.8,3.83
18940,36.764022,-4.320847,527.0,3.38
18945,36.763981,-4.320824,527.2,2.86
18950,36.763942,-4.320799,527.3,2.35
18955,36.763900,-4.320780,527.4,1.76
18960,36.763857,-4.320765,527.5,1.21
18965,36.763813,-4.320767,527.5,0.64
18970,36.763774,-4.320793,527.5,0.09
18975,36.763746,-4.320837,527.5,-0.32
18980,36.763735,-4.320890,527.5,-0.50
18985,36.763730,-4.320946,527.4,-0.42
18990,36.763729,-4.321002,527.4,-0.24
18995,36.763741,-4.321056,527.4,0.03
19000,36.763751,-4.321110,527.4,0.35
19005,36.763770,-4.321162,527.5,0.57
19010,36.763786,-4.321214,527.5,0.65
19015,36.763796,-4.321268,527.5,0.57
19020,36.763811,-4.321321,527.5,0.44
19025,36.763830,-4.321371,527.6,0.19
19030,36.763848,-4.321423,527.6,-0.20
19035,36.763865,-4.321476,527.6,-0.74
19040,36.763880,-4.321528,527.5,-1.42
19045,36.763898,-4.321579,527.5,-2.13
19050,36.763918,-4.321630,527.3,-2.83
19055,36.763936,-4.321681,527.2,-3.45
19060,36.763952,-4.321733,526.9,-3.99
19065,36.763969,-4.321785,526.7,-4.35
19070,36.763985,-4.321837,526.5,-4.59
19075,36.764000,-4.321890,526.3,-4.72
19080,36.764016,-4.321942,526.0,-4.79
19085,36.764029,-4.321996,525.8,-4.81
19090,36.764040,-4.322050,525.5,-4.82
19095,36.764047,-4.322106,525.3,-4.79
19100,36.764053,-4.322161,525.1,-4.74
19105,36.764057,-4.322217,524.8,-4.71
19110,36.764062,-4.322273,524.6,-4.70
19115,36.764065,-4.322329,524.4,-4.66
19120,36.764068,-4.322384,524.1,-4.58
19125,36.764070,-4.322440,523.9,-4.55
19130,36.764072,-4.322496,523.7,-4.54
19135,36.764074,-4.322552,523.4,-4.53
19140,36.764076,-4.322608,523.2,-4.53
19145,36.764076,-4.322664,523.0,-4.54
19150,36.764077,-4.322720,522.8,-4.55
19155,36.764078,-4.322776,522.5,-4.50
19160,36.764080,-4.322832,522.3,-4.41
19165,36.764078,-4.322888,522.1,-4.32
19170,36.764076,-4.322944,521.9,-4.24
19175,36.764078,-4.323000,521.7,-4.16
19180,36.764080,-4.323056,521.5,-4.08
19185,36.764082,-4.323112,521.3,-4.05
19190,36.764083,-4.323168,521.1,-4.06
19195,36.764082,-4.323224,520.9,-4.07
19200,36.764077,-4.323279,520.7,-4.07
19205,36.764066,-4.323334,520.4,-4.04
19210,36.764049,-4.323385,520.2,-4.01
19215,36.764023,-4.323430,520.0,-3.93
19220,36.763994,-4.323473,519.8,-3.77
19225,36.763961,-4.323510,519.7,-3.59
19230,36.763926,-4.323542,519.5,-3.39
19235,36.763886,-4.323569,519.3,-3.19
19240,36.763845,-4.323593,519.2,-2.98
19245,36.763803,-4.323615,519.0,-2.81
19250,36.763760,-4.323634,518.9,-2.70
19255,36.763718,-4.323651,518.8,-2.65
19260,36.763676,-4.323668,518.6,-2.65
19265,36.763633,-4.323687,518.5,-2.71
19270,36.763591,-4.323706,518.4,-2.85
19275,36.763549,-4.323728,518.2,-3.03
19280,36.763508,-4.323750,518.1,-3.20
19285,36.763469,-4.323777,517.9,-3.37
19290,36.763430,-4.323805,517.7,-3.52
19295,36.763393,-4.323837,517.5,-3.63
19300,36.763356,-4.323872,517.4,-3.72
19305,36.763317,-4.323900,517.2,-3.76
19310,36.763277,-4.323923,517.0,-3.78
19315,36.763236,-4.323947,516.8,-3.79
19320,36.763193,-4.323965,516.6,-3.82
19325,36.763151,-4.323984,516.4,-3.86
19330,36.763109,-4.324007,516.2,-3.91
19335,36.763068,-4.324029,516.0,-3.99
19340,36.763027,-4.324049,515.8,-4.09
19345,36.762987,-4.324071,515.6,-4.17
19350,36.762948,-4.324099,515.4,-4.22
19355,36.762909,-4.324127,515.2,-4.23
19360,36.762871,-4.324157,515.0,-4.20
19365,36.762833,-4.324186,514.8,-4.17
19370,36.762800,-4.324224,514.6,-4.16
19375,36.762771,-4.324268,514.4,-4.17
19380,36.762738,-4.324305,514.1,-4.21
19385,36.762700,-4.324333,513.9,-4.28
19390,36.762655,-4.324341,513.7,-4.36
19395,36.762609,-4.324345,513.5,-4.48
19400,36.762564,-4.324342,513.3,-4.64
19405,36.762519,-4.324341,513.0,-4.78
19410,36.762475,-4.324341,512.8,-4.89
19415,36.762430,-4.324348,512.5,-5.00
19420,36.762385,-4.324358,512.3,-5.11
19425,36.762342,-4.324375,512.0,-5.17
19430,36.762299,-4.324393,511.8,-5.15
19435,36.762260,-4.324418,511.5,-5.10
19440,36.762221,-4.324445,511.3,-5.08
19445,36.762183,-4.324475,511.0,-5.07
19450,36.762145,-4.324505,510.8,-5.02
19455,36.762109,-4.324537,510.5,-4.93
19460,36.762073,-4.324571,510.3,-4.86
19465,36.762036,-4.324606,510.0,-4.81
19470,36.762000,-4.324640,509.8,-4.72
19475,36.761965,-4.324673,509.5,-4.60
19480,36.761930,-4.324708,509.3,-4.51
19485,36.761895,-4.324742,509.1,-4.44
19490,36.761859,-4.324776,508.9,-4.35
19495,36.761824,-4.324809,508.7,-4.20
19500,36.761788,-4.324844,508.4,-4.03
19505,36.761751,-4.324878,508.2,-3.86
19510,36.761718,-4.324915,508.1,-3.71
19515,36.761686,-4.324953,507.9,-3.59
19520,36.761652,-4.324990,507.7,-3.53
19525,36.761618,-4.325027,507.5,-3.52
19530,36.761583,-4.325063,507.4,-3.55
19535,36.761549,-4.325099,507.2,-3.58
19540,36.761512,-4.325132,507.0,-3.61
19545,36.761473,-4.325163,506.8,-3.64
19550,36.761434,-4.325192,506.6,-3.67
19555,36.761393,-4.325215,506.5,-3.72
19560,36.761352,-4.325238,506.3,-3.78
19565,36.761310,-4.325255,506.1,-3.84
19570,36.761267,-4.325272,505.9,-3.88
19575,36.761223,-4.325285,505.7,-3.89
19580,36.761179,-4.325297,505.5,-3.87
19585,36.761135,-4.325312,505.3,-3.85
19590,36.761094,-4.325330,505.1,-3.83
19595,36.761054,-4.325353,504.9,-3.81
19600,36.761018,-4.325385,504.7,-3.82
19605,36.760983,-4.325421,504.5,-3.86
19610,36.760955,-4.325464,504.3,-3.91
19615,36.760927,-4.325509,504.1,-3.98
19620,36.760903,-4.325556,503.9,-4.07
19625,36.760877,-4.325602,503.7,-4.17
19630,36.760847,-4.325644,503.5,-4.30
19635,36.760815,-4.325685,503.3,-4.48
19640,36.760781,-4.325720,503.1,-4.67
19645,36.760746,-4.325756,502.9,-4.85
19650,36.760712,-4.325790,502.6,-5.02
19655,36.760677,-4.325825,502.3,-5.22
19660,36.760643,-4.325863,502.1,-5.41
19665,36.760608,-4.325901,501.8,-5.56
19670,36.760579,-4.325943,501.5,-5.71
19675,36.760552,-4.325987,501.2,-5.85
19680,36.760526,-4.326032,500.9,-5.99
19685,36.760500,-4.326079,500.6,-6.09
19690,36.760475,-4.326127,500.3,-6.14
19695,36.760458,-4.326178,500.0,-6.20
19700,36.760441,-4.326229,499.7,-6.26
19705,36.760427,-4.326282,499.4,-6.32
19710,36.760416,-4.326337,499.1,-6.36
19715,36.760406,-4.326391,498.8,-6.40
19720,36.760400,-4.326447,498.4,-6.44
19725,36.760394,-4.326502,498.1,-6.48
19730,36.760388,-4.326558,497.8,-6.48
19735,36.760381,-4.326613,497.5,-6.50
19740,36.760374,-4.326669,497.1,-6.56
19745,36.760371,-4.326724,496.8,-6.65
19750,36.760370,-4.326780,496.5,-6.74
19755,36.760368,-4.326836,496.1,-6.85
19760,36.760358,-4.326891,495.8,-6.97
19765,36.760348,-4.326945,495.4,-7.08
19770,36.760337,-4.326999,495.1,-7.19
19775,36.760313,-4.327048,494.7,-7.30
19780,36.760290,-4.327096,494.4,-7.41
19785,36.760259,-4.327137,494.0,-7.52
19790,36.760225,-4.327173,493.6,-7.59
19795,36.760190,-4.327209,493.2,-7.61
19800,36.760158,-4.327248,492.8,-7.59
19805,36.760127,-4.327288,492.4,-7.56
19810,36.760097,-4.327330,492.1,-7.51
19815,36.760070,-4.327374,491.7,-7.44
19820,36.760044,-4.327419,491.3,-7.39
19825,36.760020,-4.327466,491.0,-7.35
19830,36.759996,-4.327514,490.6,-7.31
19835,36.759972,-4.327562,490.2,-7.28
19840,36.759951,-4.327612,489.9,-7.24
19845,36.759930,-4.327662,489.5,-7.19
19850,36.759910,-4.327711,489.1,-7.14
19855,36.759892,-4.327763,488.8,-7.07
19860,36.759874,-4.327814,488.4,-6.98
19865,36.759855,-4.327865,488.1,-6.87
19870,36.759835,-4.327914,487.7,-6.75
19875,36.759815,-4.327964,487.4,-6.62
19880,36.759788,-4.328008,487.1,-6.48
19885,36.759757,-4.328049,486.8,-6.32
19890,36.759725,-4.328089,486.4,-6.16
19895,36.759690,-4.328124,486.1,-5.99
19900,36.759653,-4.328158,485.8,-5.85
19905,36.759617,-4.328191,485.6,-5.73
19910,36.759578,-4.328220,485.3,-5.63
19915,36.759539,-4.328250,485.0,-5.53
19920,36.759500,-4.328278,484.7,-5.45
19925,36.759461,-4.328303,484.5,-5.38
19930,36.759422,-4.328328,484.2,-5.31
19935,36.759382,-4.328353,483.9,-5.26
19940,36.759341,-4.328379,483.7,-5.22
19945,36.759300,-4.328405,483.4,-5.18
19950,36.759260,-4.328431,483.1,-5.16
19955,36.759221,-4.328460,482.9,-5.13
19960,36.759182,-4.328488,482.6,-5.07
19965,36.759142,-4.328513,482.4,-5.01
19970,36.759103,-4.328538,482.1,-4.96
19975,36.759063,-4.328562,481.9,-4.92
19980,36.759022,-4.328583,481.6,-4.88
19985,36.758979,-4.328604,481.4,-4.83
19990,36.758937,-4.328622,481.2,-4.78
19995,36.758893,-4.328633,480.9,-4.72
20000,36.758849,-4.328645,480.7,-4.65
20005,36.758804,-4.328653,480.5,-4.58
20010,36.758759,-4.328659,480.2,-4.53
20015,36.758714,-4.328664,480.0,-4.53
20020,36.758669,-4.328666,479.8,-4.55
20025,36.758624,-4.328668,479.6,-4.58
20030,36.758579,-4.328670,479.3,-4.62
20035,36.758534,-4.328671,479.1,-4.66
20040,36.758488,-4.328671,478.9,-4.69
20045,36.758443,-4.328671,478.6,-4.71
20050,36.758398,-4.328671,478.4,-4.71
20055,36.758354,-4.328671,478.1,-4.71
20060,36.758309,-4.328663,477.9,-4.73
20065,36.758266,-4.328650,477.7,-4.75
20070,36.758222,-4.328637,477.4,-4.73
20075,36.758181,-4.328614,477.2,-4.70
20080,36.758140,-4.328591,477.0,-4.68
20085,36.758100,-4.328565,476.7,-4.66
20090,36.758061,-4.328537,476.5,-4.65
20095,36.758022,-4.328509,476.3,-4.69
20100,36.757982,-4.328483,476.0,-4.77
20105,36.757943,-4.328457,475.8,-4.87
20110,36.757900,-4.328437,475.6,-4.99
20115,36.757856,-4.328421,475.3,-5.09
20120,36.757811,-4.328413,475.0,-5.14
20125,36.757768,-4.328414,474.8,-5.15
20130,36.757729,-4.328437,474.5,-5.13
20135,36.757708,-4.328486,474.3,-5.10
20140,36.757688,-4.328536,474.0,-5.05
20145,36.757673,-4.328588,473.8,-4.98
20150,36.757657,-4.328641,473.5,-4.89
20155,36.757643,-4.328694,473.3,-4.76
20160,36.757626,-4.328746,473.0,-4.66
20165,36.757609,-4.328798,472.8,-4.57
20170,36.757591,-4.328849,472.6,-4.49
20175,36.757574,-4.328901,472.4,-4.44
20180,36.757558,-4.328954,472.1,-4.47
20185,36.757543,-4.329007,471.9,-4.56
20190,36.757529,-4.329060,471.7,-4.66
20195,36.757516,-4.329114,471.5,-4.76
20200,36.757503,-4.329167,471.2,-4.89
20205,36.757489,-4.329221,471.0,-5.05
20210,36.757474,-4.329273,470.7,-5.19
20215,36.757457,-4.329324,470.4,-5.30
20220,36.757434,-4.329373,470.2,-5.41
20225,36.757410,-4.329421,469.9,-5.54
20230,36.757384,-4.329466,469.6,-5.66
20235,36.757355,-4.329509,469.3,-5.75
20240,36.757320,-4.329542,469.0,-5.81
20245,36.757284,-4.329574,468.7,-5.86
20250,36.757242,-4.329595,468.5,-5.88
20255,36.757201,-4.329617,468.2,-5.85
20260,36.757158,-4.329635,467.9,-5.79
20265,36.757115,-4.329653,467.6,-5.72
20270,36.757073,-4.329673,467.3,-5.62
